Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,329,460.0,
Column.Value,330,462.0,
Column.Value,331,463.0,
Column.Value,332,465.0,
Column.Value,333,468.0,
Column.Value,334,470.0,
Column.Value,335,471.0,
Column.Value,336,473.0,
Column.Value,337,475.0,
Column.Value,338,476.0,
Column.Value,339,477.0,
Column.Value,340,480.0,
Column.Value,341,485.0,
Column.Value,342,486.0,
Column.Value,343,487.0,
Column.Value,344,488.0,
Column.Value,345,489.0,
Column.Value,346,490.0,
Column.Value,347,491.0,
Column.Value,348,494.0,
Column.Value,349,495.0,
Column.Value,350,497.0,
Column.Value,351,500.0,
Column.Value,352,503.0,
Column.Value,353,504.0,
Column.Value,354,509.0,
Column.Value,355,510.0,
Column.Value,356,511.0,
Column.Value,357,515.0,
Column.Value,358,518.0,
Column.Value,359,519.0,
Column.Value,360,520.0,
Column.Value,361,524.0,
Column.Value,362,525.0,
Column.Value,363,530.0,
Column.Value,364,532.0,
Column.Value,365,538.0,
Column.Value,366,540.0,
Column.Value,367,545.0,
Column.Value,368,548.0,
Column.Value,369,550.0,
Column.Value,370,554.0,
Column.Value,371,558.0,
Column.Value,372,560.0,
Column.Value,373,570.0,
Column.Value,374,572.0,
Column.Value,375,574.0,
Column.Value,376,575.0,
Column.Value,377,579.0,
Column.Value,378,580.0,
Column.Value,379,581.0,
Column.Value,380,585.0,
Column.Value,381,590.0,
Column.Value,382,592.0,
Column.Value,383,595.0,
Column.Value,384,600.0,
Column.Value,385,601.0,
Column.Value,386,607.0,
Column.Value,387,608.0,
Column.Value,388,609.0,
Column.Value,389,610.0,
Column.Value,390,614.0,
Column.Value,391,620.0,
Column.Value,392,623.0,
Column.Value,393,625.0,
Column.Value,394,626.0,
Column.Value,395,627.0,
Column.Value,396,629.0,
Column.Value,397,630.0,
Column.Value,398,632.0,
Column.Value,399,635.0,
Column.Value,400,637.0,
Column.Value,401,638.0,
Column.Value,402,640.0,
Column.Value,403,641.0,
Column.Value,404,645.0,
Column.Value,405,646.0,
Column.Value,406,649.0,
Column.Value,407,650.0,
Column.Value,408,660.0,
Column.Value,409,661.0,
Column.Value,410,665.0,
Column.Value,411,666.0,
Column.Value,412,667.0,
Column.Value,413,668.0,
Column.Value,414,670.0,
Column.Value,415,673.0,
Column.Value,416,675.0,
Column.Value,417,678.0,
Column.Value,418,680.0,
Column.Value,419,685.0,
Column.Value,420,688.0,
Column.Value,421,690.0,
Column.Value,422,700.0,
Column.Value,423,714.0,
Column.Value,424,718.0,
Column.Value,425,720.0,
Column.Value,426,730.0,
Column.Value,427,735.0,
Column.Value,428,737.0,
Column.Value,429,740.0,
Column.Value,430,748.0,
Column.Value,431,749.0,
Column.Value,432,750.0,
Column.Value,433,759.0,
Column.Value,434,760.0,
Column.Value,435,763.0,
Column.Value,436,765.0,
Column.Value,437,770.0,
Column.Value,438,775.0,
Column.Value,439,780.0,
Column.Value,440,793.0,
Column.Value,441,794.0,
Column.Value,442,797.0,
Column.Value,443,800.0,
Column.Value,444,801.0,
Column.Value,445,805.0,
Column.Value,446,810.0,
Column.Value,447,815.0,
Column.Value,448,820.0,
Column.Value,449,822.0,
Column.Value,450,824.0,
Column.Value,451,825.0,
Column.Value,452,829.0,
Column.Value,453,830.0,
Column.Value,454,837.0,
Column.Value,455,838.0,
Column.Value,456,840.0,
Column.Value,457,846.0,
Column.Value,458,848.0,
Column.Value,459,850.0,
Column.Value,460,853.0,
Column.Value,461,857.0,
Column.Value,462,860.0,
Column.Value,463,862.0,
Column.Value,464,863.0,
Column.Value,465,865.0,
Column.Value,466,875.0,
Column.Value,467,883.0,
Column.Value,468,890.0,
Column.Value,469,898.0,
Column.Value,470,900.0,
Column.Value,471,909.0,
Column.Value,472,920.0,
Column.Value,473,925.0,
Column.Value,474,926.0,
Column.Value,475,930.0,
Column.Value,476,936.0,
Column.Value,477,938.0,
Column.Value,478,940.0,
Column.Value,479,945.0,
Column.Value,480,947.0,
Column.Value,481,948.0,
Column.Value,482,950.0,
Column.Value,483,954.0,
Column.Value,484,955.0,
Column.Value,485,960.0,
Column.Value,486,963.0,
Column.Value,487,970.0,
Column.Value,488,975.0,
Column.Value,489,978.0,
Column.Value,490,980.0,
Column.Value,491,984.0,
Column.Value,492,985.0,
Column.Value,493,987.0,
Column.Value,494,990.0,
Column.Value,495,995.0,
Column.Value,496,1000.0,
Column.Value,497,1001.0,
Column.Value,498,1008.0,
Column.Value,499,1014.0,
Column.Value,500,1019.0,
Column.Value,501,1023.0,
Column.Value,502,1025.0,
Column.Value,503,1030.0,
Column.Value,504,1050.0,
Column.Value,505,1051.0,
Column.Value,506,1076.0,
Column.Value,507,1088.0,
Column.Value,508,1098.0,
Column.Value,509,1100.0,
Column.Value,510,1105.0,
Column.Value,511,1150.0,
Column.Value,512,1152.0,
Column.Value,513,1170.0,
Column.Value,514,1182.0,
Column.Value,515,1190.0,
Column.Value,516,1192.0,
Column.Value,517,1200.0,
Column.Value,518,1227.0,
Column.Value,519,1230.0,
Column.Value,520,1250.0,
Column.Value,521,1253.0,
Column.Value,522,1260.0,
Column.Value,523,1261.0,
Column.Value,524,1268.0,
Column.Value,525,1282.0,
Column.Value,526,1285.0,
Column.Value,527,1300.0,
Column.Value,528,1320.0,
Column.Value,529,1326.0,
Column.Value,530,1340.0,
Column.Value,531,1342.0,
Column.Value,532,1350.0,
Column.Value,533,1379.0,
Column.Value,534,1392.0,
Column.Value,535,1400.0,
Column.Value,536,1416.0,
Column.Value,537,1443.0,
Column.Value,538,1450.0,
Column.Value,539,1483.0,
Column.Value,540,1492.0,
Column.Value,541,1500.0,
Column.Value,542,1507.0,
Column.Value,543,1508.0,
Column.Value,544,1557.0,
Column.Value,545,1570.0,
Column.Value,546,1585.0,
Column.Value,547,1600.0,
Column.Value,548,1650.0,
Column.Value,549,1680.0,
Column.Value,550,1700.0,
Column.Value,551,1726.0,
Column.Value,552,1740.0,
Column.Value,553,1750.0,
Column.Value,554,1753.0,
Column.Value,555,1766.0,
Column.Value,556,1790.0,
Column.Value,557,1800.0,
Column.Value,558,1850.0,
Column.Value,559,1872.0,
Column.Value,560,1890.0,
Column.Value,561,1900.0,
Column.Value,562,2000.0,
Column.Value,563,2002.0,
Column.Value,564,2077.0,
Column.Value,565,2100.0,
Column.Value,566,2200.0,
Column.Value,567,2232.0,
Column.Value,568,2298.0,
Column.Value,569,2300.0,
Column.Value,570,2340.0,
Column.Value,571,2360.0,
Column.Value,572,2400.0,
Column.Value,573,2500.0,
Column.Value,574,2515.0,
Column.Value,575,2600.0,
Column.Value,576,2700.0,
Column.Value,577,2800.0,
Column.Value,578,3000.0,
Column.Value,579,3200.0,
Column.Value,580,3420.0,
Column.Value,581,3500.0,
Column.Value,582,4501.0,
Column.Value,583,5000.0,
Column.Value,584,6000.0,
Column.Value,585,7210.0,
Column.Value,586,9000.0,
Table.Column,ai15,MAIN REASON NOT IN EMPLOYER'S HEALTH PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,COVERED BY ANOTHER PLAN,
Column.Value,2,TOO EXPENSIVE,
Column.Value,3,DIDNT LIKE PLAN OFFERED,
Column.Value,4,DONT NEED OR BELIEVE IN HEALTH INSURANCE,
Column.Value,5,IN PROCESS,
Column.Value,6,DIDNT TAKE UP - OTHER,
Column.Value,7,RECEIVE EXTRA PAY/BENEFITS NOT TO ENROLL,
Column.Value,8,OTHER,
Table.Column,ai15a,MAIN REASON INELIGIBLE FOR EMPLOYER'S HEALTH PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,HAVENT WORKED HERE LONG ENOUGH,
Column.Value,2,CONTRACT OR TEMP EMPLOYEE,
Column.Value,3,DONT WORK ENOUGH HOURS PER WEEK,
Column.Value,4,DOES NOT MEET AGE REQUIREMENTS,
Column.Value,5,ONLY MANAGEMENT CAN GET HEALTH INSURANCE,
Column.Value,6,NOT ELIGIBLE - OTHER,
Column.Value,7,HAS LEFT POSITION/RETIRED/LAID OFF,
Column.Value,8,OTHER,
Table.Column,ai37a,SPOUSE COVERED BY MEDICARE SUPPL POLICY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ai22c,MAIN HEALTH PLAN IS HMO,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ai25,COVERED FOR PRESCRIPTION DRUGS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah73b,SPECIAL FUND TO PAY MEDICAL EXPENSES,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah130,HAS MONEY IN HSA ACCOUNT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah133,# OF MONTHS HAD CURRENT HEALTH INSURANCE PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,3.0,
Column.Value,5,4.0,
Column.Value,6,5.0,
Column.Value,7,6.0,
Column.Value,8,7.0,
Column.Value,9,8.0,
Column.Value,10,9.0,
Column.Value,11,10.0,
Column.Value,12,11.0,
Column.Value,13,12.0,
Table.Column,ah134,HEALTH INSURANCE BEFORE CURRENT PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,MEDI-CAL,
Column.Value,2,THROUGH CURRENT OR FORMER EMPLOYER/UNION,
Column.Value,3,PURCHASED DIRECTLY,
Column.Value,4,COVERED CALIFORNIA,
Column.Value,5,OTHER HEALTH PLAN,
Table.Column,ah135,OTHER HEALTH INSURANCE BEFORE CURRENT PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,MEDI-CAL,
Column.Value,2,THROUGH CURRENT OR FORMER EMPLOYER/UNION,
Column.Value,3,PURCHASED DIRECTLY,
Column.Value,4,COVERED CALIFORNIA,
Column.Value,5,OTHER HEALTH PLAN,
Column.Value,6,NO OTHER HEALTH PLAN,
Table.Column,ah137,EVER CHANGED HEALTH INSURANCE PLAN IN PAST 12 MOS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah74,TRIED TO FIND HEALTH INSURANCE ON OWN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah75,TRIED TO FIND HEALTH INSURANCE ON OWN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ai28,HOW LONG SINCE LAST HAD HEALTH INS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,1 TO 3 YRS AGO,
Column.Value,2,MORE THAN 3 YRS AGO,
Column.Value,3,NEVER HAD HEALTH INSURANCE COVERAGE,
Table.Column,ah103,BUY HEALTH PLAN DIRECTLY FROM INS CO/HMO,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah110,SOURCE OF COVERAGE PURCHASED DIRECTLY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,DIRECTLY FROM AN INSURANCE COMPANY OR HM,
Column.Value,2,THROUGH COVERED CALIFORNIA,
Column.Value,3,BOTH DIRECT AND COVERED CALIFORNIA,
Table.Column,ah100,ANYONE HELP FIND HEALTH PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah111,FIND PLAN WITH NEEDED COVERAGE-COVERED CA,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY DIFFICULT,
Column.Value,2,SOMEWHAT DIFFICULT,
Column.Value,3,NOT TOO DIFFICULT,
Column.Value,4,NOT AT ALL DIFFICULT,
Table.Column,ah112,FIND PLAN COULD AFFORD-COVERED CA,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY DIFFICULT,
Column.Value,2,SOMEWHAT DIFFICULT,
Column.Value,3,NOT TOO DIFFICULT,
Column.Value,4,NOT AT ALL DIFFICULT,
Table.Column,ah113,ANYONE HELP R FIND HEALTH PLAN-COVERED CA,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah114,WHO HELPED R FIND HEALTH PLAN-COVERED CA,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,BROKER,
Column.Value,2,FAMILY MEMBER/FRIEND,
Column.Value,3,INTERNET,
Column.Value,4,CERTIFIED ENROLLMENT COUNSELOR,
Column.Value,5,OTHER,
Table.Column,ah115,HAD NEEDED INFO TO PICK HEALTH PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah117,COST OF SELECTED PLAN IMPORTANT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY IMPORTANT,
Column.Value,2,SOMEWHAT IMPORTANT,
Column.Value,3,NOT IMPORTANT,
Table.Column,ah118,CARE FROM SPECIFIC DOCTOR THRU PLAN IMPORTANT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY IMPORTANT,
Column.Value,2,SOMEWHAT IMPORTANT,
Column.Value,3,NOT IMPORTANT,
Table.Column,ah119,CARE FROM SPECIFIC HOSPITAL THRU PLAN IMPORTANT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY IMPORTANT,
Column.Value,2,SOMEWHAT IMPORTANT,
Column.Value,3,NOT IMPORTANT,
Table.Column,ah120,CHOICE OF DOCTORS THRU PLAN IMPORTANT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,VERY IMPORTANT,
Column.Value,2,SOMEWHAT IMPORTANT,
Column.Value,3,NOT IMPORTANT,
Table.Column,ah14,PATIENT IN HOSP OVERNIGHT DURING PAST 12 MOS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah79b,REACHED LIMIT OF INS CMPY CONTRIBUTIONS TO CURRENT HEALTH PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah80b,REACHED LIMIT OF INS CMPY CONTRIBUTIONS IN PAST 12 MOS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah81b,EVER HAD PROBLEMS PAYING FOR SELF OR HOUSEHOLD FAMILY'S MEDICAL BILLS IN PAST 12,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,ah83b,AMOUNT OF MEDICAL BILLS HAVING TROUBLE PAYING,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,"LESS THAN $1,000",
Column.Value,2,"$1,000 TO LESS THAN $2,000",
Column.Value,3,"$2,000 TO LESS THAN $4,000",
Column.Value,4,"$4,000 TO LESS THAN $8,000",
Column.Value,5,"$8,000 OR MORE",
Column.Value,6,NONE,
Table.Column,ah85b,UNABLE TO PAY FOR BASIC NECESSITIES DUE TO MEDICAL BILLS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah86b,TOOK ON CREDIT CARD DEBT B/C OF MEDICAL BILLS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah5,# OF TIMES SAW MD IN PAST 12 MOS,true
Column.Value,0,0.0,
Column.Value,1,1.0,
Column.Value,2,2.0,
Column.Value,3,3.0,
Column.Value,4,4.0,
Column.Value,5,5.0,
Column.Value,6,6.0,
Column.Value,7,7.0,
Column.Value,8,8.0,
Column.Value,9,9.0,
Column.Value,10,10.0,
Column.Value,11,11.0,
Column.Value,12,12.0,
Column.Value,13,13.0,
Column.Value,14,14.0,
Column.Value,15,15.0,
Column.Value,16,16.0,
Column.Value,17,17.0,
Column.Value,18,18.0,
Column.Value,19,19.0,
Column.Value,20,20.0,
Column.Value,21,21.0,
Column.Value,22,22.0,
Column.Value,23,23.0,
Column.Value,24,24.0,
Column.Value,25,25.0,
Column.Value,26,26.0,
Column.Value,27,27.0,
Column.Value,28,28.0,
Column.Value,29,30.0,
Column.Value,30,31.0,
Column.Value,31,32.0,
Column.Value,32,34.0,
Column.Value,33,35.0,
Column.Value,34,36.0,
Column.Value,35,40.0,
Column.Value,36,41.0,
Column.Value,37,45.0,
Column.Value,38,46.0,
Column.Value,39,48.0,
Column.Value,40,50.0,
Column.Value,41,52.0,
Column.Value,42,54.0,
Column.Value,43,55.0,
Column.Value,44,56.0,
Column.Value,45,57.0,
Column.Value,46,60.0,
Column.Value,47,62.0,
Column.Value,48,64.0,
Column.Value,49,65.0,
Column.Value,50,70.0,
Column.Value,51,72.0,
Column.Value,52,75.0,
Column.Value,53,76.0,
Column.Value,54,80.0,
Column.Value,55,82.0,
Column.Value,56,88.0,
Column.Value,57,90.0,
Column.Value,58,96.0,
Column.Value,59,98.0,
Column.Value,60,100.0,
Column.Value,61,104.0,
Column.Value,62,106.0,
Column.Value,63,112.0,
Column.Value,64,120.0,
Column.Value,65,125.0,
Column.Value,66,130.0,
Column.Value,67,140.0,
Column.Value,68,144.0,
Column.Value,69,150.0,
Column.Value,70,156.0,
Column.Value,71,175.0,
Column.Value,72,180.0,
Column.Value,73,200.0,
Column.Value,74,208.0,
Column.Value,75,300.0,
Column.Value,76,365.0,
Table.Column,ah6,HOW LONG SINCE LAST SAW DOCTOR ABOUT OWN HEALTH,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,WITHIN THE PAST YR,
Column.Value,2,1 TO 2 YRS AGO,
Column.Value,3,2 TO 5 YRS AGO,
Column.Value,4,MORE THAN 5 YRS AGO,
Column.Value,5,NEVER,
Table.Column,aj114,TIME SINCE LAST DOC VISIT FOR ROUTINE CHECK-UP,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,ONE YEAR AGO OR LESS,
Column.Value,2,MORE THAN 1 UP TO 2 YEARS AGO,
Column.Value,3,MORE THAN 2 UP TO 5 YEARS AGO,
Column.Value,4,MORE THAN 5 YEARS AGO,
Column.Value,5,NEVER,
Table.Column,aj77,HAVE PERSONAL DOCTOR AS MAIN MEDICAL PROVIDER,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj80,HAS SOMEONE AT DOCTOR'S OFFICE/CLINIC WHO HELPS COORDINATE MEDICAL CARE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj152,RECEIVED CARE FROM HEALTH PROVIDER THROUGH VIDEO/PHONE IN PAST 12 MOS,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj8b,HAD HARD TIME UNDERSTANDING DOCTOR LAST VISIT,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj9,MD SPOKE DIFFERENT LANGUAGE REASON WHY DIFFICULT TO UNDERSTAND,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj10,NEEDED SOMEONE ELSE TO HELP UNDERSTAND DOCTOR,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj11,WHO HELPED YOU UNDERSTAND DOCTOR,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,MINOR CHILD (UNDER AGE 18),
Column.Value,3,AN ADULT FAMILY MEMBER OF FRIEND OF MINE,
Column.Value,4,NON-MEDICAL OFFICE STAFF,
Column.Value,5,MEDICAL STAFF INCLUDING NURSES / DOCTORS,
Column.Value,6,PROFESSIONAL INTERPRETER (BOTH IN PERSON,
Column.Value,7,"OTHER (PATIENTS, SOMEONE ELSE)",
Column.Value,8,DID NOT HAVE SOMEONE TO HELP,
Table.Column,aj105,KNOW RIGHTS TO INTERPRETOR DURING MED VISIT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj106,USUAL PLACE FOR HLTH CARE CHANGED PAST YR,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj107,CHANGE USUAL PLACE DUE TO INSURANCE PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah16,DELAY/NOT GET PRESCRIPTION IN PAST 12 MO,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj19,COST/NO INSUR DELAYED GETTING PRESCRIPTION,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj176,DELAYED/DIDN'T GET A MEDICINE WHILE INSURED BY CURRENT PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ah22,DELAY/NOT GET OTHER MEDICAL CARE IN PAST 12 MOS,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj129,EVENTUALLY RECEIVED MED CARE THAT WAS DELAYED,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj20,COST/NO INSR DELAYED GETTING NEEDED CARE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj177,DELAYED/DIDN'T GET OTHER MEDICAL CARE WHILE INSURED BY CURRENT PLAN,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj136,NEEDED TO SEE MED SPECIALIST PAST YR,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj137,HAD TROUBLE FINDING SPECIALTY DR PAST 12 MOS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj138,NOT ACCEPTED AS NEW PATIENT BY SPECIALIST PAST YR,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj139,INSURANCE NOT ACCEPTED BY SPECIALIST PAST YR,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj133,HAD TROUBLE FINDING GENERAL DOC PAST 12 MOS,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj134,NOT ACCEPTED AS NEW PATIENT BY DOC PAST YR,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj135,INSURANCE NOT ACCEPTED BY DOC PAST YR,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj169,RESPONDENT'S PREGNANCY PLANS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,NO PLAN TO GET PREGNANT,
Column.Value,2,NOT SEXUALLY ACTIVE,
Column.Value,3,PLAN TO GET PREGNANT,
Column.Value,4,CURRENTLY PREGNANTT,
Table.Column,af40b,USES OR MALE SEX PARTNER USES BIRTH CONTROL,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Column.Value,4,NO MALE SEXUAL PARTNER,
Table.Column,aj144b,RECEIVED BIRTH CONTROL INFO FROM DR PAST YR,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj172,CURRENTLY USING BIRTH CONTROL,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Column.Value,3,NO FEMALE SEXUAL PARTNER,
Table.Column,ag1,TIME SINCE LAST VISIT TO DENTIST/SPECIALIST,true
Column.Value,0,HAVE NEVER VISIT,
Column.Value,1,6 MONTHS AGO OR LESS,
Column.Value,2,MORE THAN 6 MONTHS UP TO 1 YEAR AGO,
Column.Value,3,MORE THAN 1 YEAR UP TO 2 YEARS AGO,
Column.Value,4,MORE THAN 2 YEARS UP TO 5 YEARS AGO,
Column.Value,5,MORE THAN 5 YEARS AGO,
Table.Column,aj167,ROUTINE CHECKUP/CLEANING OR SPECIFIC PROBLEM,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,ROUTINE CHECKUP OR CLEANING,
Column.Value,2,SPECIFIC PROBLEM,
Column.Value,3,BOTH,
Table.Column,ag3,HAVE ANY KIND OF DENTAL INSURANCE,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,aj168,CONDITION OF TEETH,true
Column.Value,0,EXCELLENT,
Column.Value,1,VERY GOOD,
Column.Value,2,GOOD,
Column.Value,3,FAIR,
Column.Value,4,POOR,
Column.Value,5,HAS NO NATURAL TEETH,
Table.Column,dmc8,WOULD HAVE GOTTEN BETTER MEDICAL CARE IF DIFF. RACE/ETHNICITY,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,dmc9,HOW LONG AGO TREATED UNFAIRLY W/ MEDICAL CARE DUE TO RACE/ETH,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,A YEAR AGO OR LESS,
Column.Value,3,MORE THAN 1 UP TO 2 YEARS AGO,
Column.Value,4,MORE THAN 2 UP TO 3 YEARS AGO,
Column.Value,5,MORE THAN 3 UP TO 5 YEARS AGO,
Column.Value,6,MORE THAN 5 UP TO 10 YEARS AGO,
